code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_en	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	no_nutriments	additives_n	additives	additives_tags	additives_en	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_en	main_category	main_category_en	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	c=-butyric-acid_100g	c=-caproic-acid_100g	c=-caprylic-acid_100g	c=-capric-acid_100g	c=-lauric-acid_100g	c=-myristic-acid_100g	c=-palmitic-acid_100g	c=-stearic-acid_100g	c=-arachidic-acid_100g	c=-behenic-acid_100g	c=-lignoceric-acid_100g	c=-cerotic-acid_100g	c=-montanic-acid_100g	c=-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	c=-alpha-linolenic-acid_100g	c=-eicosapentaenoic-acid_100g	c=-docosahexaenoic-acid_100g	omega-6-fat_100g	c=-linoleic-acid_100g	c=-arachidonic-acid_100g	c=-gamma-linolenic-acid_100g	c=-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	c=-oleic-acid_100g	c=-elaidic-acid_100g	c=-gondoic-acid_100g	c=-mead-acid_100g	c=-erucic-acid_100g	c=-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	c=-sucrose_100g	c=-glucose_100g	c=-fructose_100g	c=-lactose_100g	c=-maltose_100g	c=-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g
24600	http://world-en.openfoodfacts.org/product/0000000024600/filet-de-boeuf	date-limite-app	1434530704	2015-06-17T08:45:04Z	1434535914	2015-06-17T10:11:54Z	Filet de bœuf		2.46 kg	plastique	plastique			Filet de bœuf	fr:filet-de-boeuf	fr:Filet-de-boeuf															France	en:france	France																					unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded	fr:filet-de-boeuf	fr:Filet-de-boeuf	http://en.openfoodfacts.org/images/products/000/000/002/4600/front.3.400.jpg	http://en.openfoodfacts.org/images/products/000/000/002/4600/front.3.200.jpg																																																																																																			
1071894	http://world-en.openfoodfacts.org/product/0000001071894/flute-waitrose	bcatelin	1409411252	2014-08-30T15:07:32Z	1461437669	2016-04-23T18:54:29Z	Flute	Flute		Paper,plastic film	paper,plastic-film	Waitrose	waitrose	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads	France	france	United Kingdom	united-kingdom									Brent,UK	Waitrose	United Kingdom	en:united-kingdom	United Kingdom	Wheat								0	 [ wheat -> en:wheat  ] 			0			0					Cereals and potatoes	Bread	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/000/000/107/1894/front.7.400.jpg	http://en.openfoodfacts.org/images/products/000/000/107/1894/front.7.200.jpg																																																																																																			
5200016	http://world-en.openfoodfacts.org/product/0000005200016/lentilles-vertes-bertrand-lejeune	sigoise	1441186657	2015-09-02T09:37:37Z	1442570752	2015-09-18T10:05:52Z	lentilles vertes 		1 kg 	Sachet plastique	sachet-plastique	Bertrand Lejeune	bertrand-lejeune	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Céréales et pommes de terre,Légumineuses,Graines,Graines de légumineuses,Légumes secs,Lentilles vertes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:legumes-and-their-products,en:legumes,en:seeds,en:legume-seeds,en:pulses,en:lentils,en:green-lentils	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Lentils,Green lentils					AB	en:organic,en:eu-organic,fr:ab-agriculture-biologique	Organic,EU Organic,fr:AB Agriculture Biologique								France	en:france	France	lentilles vertes								0	 [ lentilles-vertes -> fr:lentilles-vertes  ]  [ lentilles -> fr:lentilles  ] 			0			0					Cereals and potatoes	Legumes	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded	en:plant-based-foods-and-beverages	Plant-based foods and beverages	http://en.openfoodfacts.org/images/products/000/000/520/0016/front.3.400.jpg	http://en.openfoodfacts.org/images/products/000/000/520/0016/front.3.200.jpg																																																																																																			
7730009	http://world-en.openfoodfacts.org/product/0000007730009/biscuits-sables-fourrage-au-cacao-st-michel	openfoodfacts-contributors	1462806432	2016-05-09T15:07:12Z	1482359150	2016-12-21T22:25:50Z	Biscuits sablés fourrage au cacao	Biscuits sablés déclassés fourrage au cacao	1 kg	Carton,boîte	carton,boite	St Michel	st-michel	Snacks sucrés,Biscuits et gâteaux,Biscuits,Sablés	en:sugary-snacks,en:biscuits-and-cakes,en:biscuits,fr:sables	Sugary snacks,Biscuits and cakes,Biscuits,fr:Sablés			France,Avranches	france,avranches	Point Vert	en:green-dot	Green Dot						France		France	en:france	France	Sucre, farine de _Blé_, graisse et huiles végétales (karité, colza et tournesol), cacao maigre en poudre 7%, sirop de glucose, dextrine, _Beurre_ concentré, _Oeufs_, pâte de _Noisette_, pâte de cacao, émulsifiants : lécithines (colza et tournesol), sel, poudre à lever : carbonates d'ammonium, arômes.	Blé, Beurre, Oeufs, Noisette		Fruits à coque,Graines de sésame,Soja	en:nuts,en:sesame-seeds,en:soybeans	Nuts,Sesame seeds,Soybeans			3	 [ sucre -> fr:sucre  ]  [ farine-de-ble -> fr:farine-de-ble  ]  [ farine-de -> fr:farine-de  ]  [ farine -> fr:farine  ]  [ graisse-et-huiles-vegetales -> fr:graisse-et-huiles-vegetales  ]  [ graisse-et-huiles -> fr:graisse-et-huiles  ]  [ graisse-et -> fr:graisse-et  ]  [ graisse -> fr:graisse  ]  [ karite -> fr:karite  ]  [ colza-et-tournesol -> fr:colza-et-tournesol  ]  [ colza-et -> fr:colza-et  ]  [ colza -> fr:colza  ]  [ cacao-maigre-en-poudre-7 -> fr:cacao-maigre-en-poudre-7  ]  [ cacao-maigre-en-poudre -> fr:cacao-maigre-en-poudre  ]  [ cacao-maigre-en -> fr:cacao-maigre-en  ]  [ cacao-maigre -> fr:cacao-maigre  ]  [ cacao -> fr:cacao  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ dextrine -> en:e1400  -> exists  -- ok  ]  [ beurre-concentre -> fr:beurre-concentre  ]  [ beurre -> fr:beurre  ]  [ oeufs -> fr:oeufs  ]  [ pate-de-noisette -> fr:pate-de-noisette  ]  [ pate-de -> fr:pate-de  ]  [ pate -> fr:pate  ]  [ pate-de-cacao -> fr:pate-de-cacao  ]  [ pate-de -> fr:pate-de  ]  [ pate -> fr:pate  ]  [ emulsifiants -> fr:emulsifiants  ]  [ lecithines -> en:e322  -> exists  -- ok  ]  [ colza-et-tournesol -> fr:colza-et-tournesol  ]  [ colza-et -> fr:colza-et  ]  [ colza -> fr:colza  ]  [ sel -> fr:sel  ]  [ poudre-a-lever -> fr:poudre-a-lever  ]  [ poudre-a -> fr:poudre-a  ]  [ poudre -> fr:poudre  ]  [ carbonates-d-ammonium -> en:e503  -> exists  -- ok  ]  [ aromes -> fr:aromes  ]  [ graisse -> fr:graisse  ]  [ huiles-vegetales -> fr:huiles-vegetales  ]  [ huiles -> fr:huiles  ]  [ colza -> fr:colza  ]  [ tournesol -> fr:tournesol  ]  [ colza -> fr:colza  ]  [ tournesol -> fr:tournesol  ] 	en:e1400,en:e322,en:e503	E1400 - Dextrin,E322 - Lecithins,E503 - Ammonium carbonates	0			1		huile-vegetale			Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:sugary-snacks	Sugary snacks	http://en.openfoodfacts.org/images/products/000/000/773/0009/front.6.400.jpg	http://en.openfoodfacts.org/images/products/000/000/773/0009/front.6.200.jpg																																																																																																			
10090206	http://world-en.openfoodfacts.org/product/0000010090206/the-de-noel-aromatise-orange-cannelle-alice-delice	sebleouf	1370977431	2013-06-11T19:03:51Z	1445083431	2015-10-17T12:03:51Z	Thé de Noël aromatisé orange-cannelle		75 g	aluminium	aluminium	Alice Délice	alice-delice	Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Boissons chaudes,Infusions,Thés,Thés noirs,Boissons non sucrées,Thés noirs aromatisés,Thés aromatisés	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:teas,en:black-teas,en:flavored-teas,en:flavored-black-teas,en:non-sugared-beverages	Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Plant-based beverages,Herbal teas,Teas,Black teas,Flavored teas,Flavored black teas,Non-sugared beverages			France	france									Lyon,France	Alice Délice	France	en:france	France	Thé noir de Chine, zestes d'oranges 7,5 %, arômes naturels (cannelle 4,7 %, orange 4,7 %, poudre de cannelle 3,9 %).			Œufs,Gluten,Lait,Moutarde,Fruits à coque,Graines de sésame,Soja,Anhydride sulfureux et sulfites	en:eggs,en:gluten,en:milk,en:mustard,en:nuts,en:sesame-seeds,en:soybeans,en:sulphur-dioxide-and-sulphites	Eggs,Gluten,Milk,Mustard,Nuts,Sesame seeds,Soybeans,Sulphur dioxide and sulphites			0	 [ the-noir-de-chine -> fr:the-noir-de-chine  ]  [ the-noir-de -> fr:the-noir-de  ]  [ the-noir -> fr:the-noir  ]  [ the -> fr:the  ]  [ zestes-d-oranges-7 -> fr:zestes-d-oranges-7  ]  [ zestes-d-oranges -> fr:zestes-d-oranges  ]  [ zestes-d -> fr:zestes-d  ]  [ zestes -> fr:zestes  ]  [ 5 -> en:fd-c  ]  [ aromes-naturels -> fr:aromes-naturels  ]  [ aromes -> fr:aromes  ]  [ cannelle-4 -> fr:cannelle-4  ]  [ cannelle -> fr:cannelle  ]  [ 7 -> en:fd-c  ]  [ orange-4 -> fr:orange-4  ]  [ orange -> fr:orange  ]  [ 7 -> en:fd-c  ]  [ poudre-de-cannelle-3 -> fr:poudre-de-cannelle-3  ]  [ poudre-de-cannelle -> fr:poudre-de-cannelle  ]  [ poudre-de -> fr:poudre-de  ]  [ poudre -> fr:poudre  ]  [ 9 -> en:fd-c  ] 			0			0					Beverages	Non-sugared beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:beverages	Beverages	http://en.openfoodfacts.org/images/products/000/001/009/0206/front.5.400.jpg	http://en.openfoodfacts.org/images/products/000/001/009/0206/front.5.200.jpg																																																																																																			
10127735	http://world-en.openfoodfacts.org/product/0000010127735/sirops-pour-ganache-macarons-alice-delice	sebleouf	1462616704	2016-05-07T10:25:04Z	1462806096	2016-05-09T15:01:36Z	Sirops pour ganache macarons		4 x 5 cl	Carton,Bouteille,Verre	carton,bouteille,verre	Alice Délice	alice-delice	Sirops,Sirops pour ganache	en:syrups,fr:sirops-pour-ganache	Syrups,fr:Sirops-pour-ganache													Lyon,France	Alice Délice	France	en:france	France	Sirop saveur pistache 5 cl : sirop 99,16 % (sucre cristallisé, eau), arôme, acidifiant : acide citrique E330, denrée alimentaire colorante (concentrés de carthame, pomme), colorant : mélange d'additifs : E171, E211, E131. Sirop saveur framboise 5 cl : sirop 93,98 % (sucre, eau), denrée alimentaire colorante (concentrés de patate douce, cerise, pomme, radis, carthame), arôme naturel, acidifiant : acide citrique E330, colorant : mélange d'additifs : E171, E211. Sirop saveur citron 5 cl : sirop 98,86 % (sucre cristallisé, eau), arôme naturel, acidifiant : acide citrique E330, denrée alimentaire colorante (concentré de pomme, carthame), colorant : mélange d'additifs : E171, E211. Sirop saveur violette 4 cl : sirop 88,40 % (sucre, eau), arôme, acidifiant : acide citrique E330, denrée alimentaire colorante (concentré de cassis, carotte, pomme), colorant : mélange d'additifs : E131, E211, E171.								4	 [ sirop-saveur-pistache-5-cl -> fr:sirop-saveur-pistache-5-cl  ]  [ sirop-saveur-pistache-5 -> fr:sirop-saveur-pistache-5  ]  [ sirop-saveur-pistache -> fr:sirop-saveur-pistache  ]  [ sirop-saveur -> fr:sirop-saveur  ]  [ sirop -> fr:sirop  ]  [ sirop-99 -> fr:sirop-99  ]  [ sirop -> fr:sirop  ]  [ 16 -> fr:16  ]  [ sucre-cristallise -> fr:sucre-cristallise  ]  [ sucre -> fr:sucre  ]  [ eau -> fr:eau  ]  [ arome -> fr:arome  ]  [ acidifiant -> fr:acidifiant  ]  [ acide-citrique -> en:e330  -> exists  -- ok  ]  [ e330 -> en:e330  ]  [ denree-alimentaire-colorant -> fr:denree-alimentaire-colorant  ]  [ denree-alimentaire -> fr:denree-alimentaire  ]  [ denree -> fr:denree  ]  [ e -> fr:e  ]  [ concentres-de-carthame -> fr:concentres-de-carthame  ]  [ concentres-de -> fr:concentres-de  ]  [ concentres -> fr:concentres  ]  [ pomme -> fr:pomme  ]  [ colorant -> fr:colorant  ]  [ melange-d-additifs -> fr:melange-d-additifs  ]  [ melange-d -> fr:melange-d  ]  [ melange -> fr:melange  ]  [ e171 -> en:e171  -> exists  -- ok  ]  [ e211 -> en:e211  -> exists  -- ok  ]  [ e131 -> en:e131  -> exists  -- ok  ]  [ sirop-saveur-framboise-5-cl -> fr:sirop-saveur-framboise-5-cl  ]  [ sirop-saveur-framboise-5 -> fr:sirop-saveur-framboise-5  ]  [ sirop-saveur-framboise -> fr:sirop-saveur-framboise  ]  [ sirop-saveur -> fr:sirop-saveur  ]  [ sirop -> fr:sirop  ]  [ sirop-93 -> fr:sirop-93  ]  [ sirop -> fr:sirop  ]  [ 98 -> fr:98  ]  [ sucre -> fr:sucre  ]  [ eau -> fr:eau  ]  [ denree-alimentaire-colorant -> fr:denree-alimentaire-colorant  ]  [ denree-alimentaire -> fr:denree-alimentaire  ]  [ denree -> fr:denree  ]  [ e -> fr:e  ]  [ concentres-de-patate-douce -> fr:concentres-de-patate-douce  ]  [ concentres-de-patate -> fr:concentres-de-patate  ]  [ concentres-de -> fr:concentres-de  ]  [ concentres -> fr:concentres  ]  [ cerise -> fr:cerise  ]  [ pomme -> fr:pomme  ]  [ radis -> fr:radis  ]  [ carthame -> fr:carthame  ]  [ arome-naturel -> fr:arome-naturel  ]  [ arome -> fr:arome  ]  [ acidifiant -> fr:acidifiant  ]  [ acide-citrique -> en:e330  ]  [ acide -> fr:acide  ]  [ e330 -> en:e330  ]  [ colorant -> fr:colorant  ]  [ melange-d-additifs -> fr:melange-d-additifs  ]  [ melange-d -> fr:melange-d  ]  [ melange -> fr:melange  ]  [ e171 -> en:e171  ]  [ e211 -> en:e211  ]  [ sirop-saveur-citron-5-cl -> fr:sirop-saveur-citron-5-cl  ]  [ sirop-saveur-citron-5 -> fr:sirop-saveur-citron-5  ]  [ sirop-saveur-citron -> fr:sirop-saveur-citron  ]  [ sirop-saveur -> fr:sirop-saveur  ]  [ sirop -> fr:sirop  ]  [ sirop-98 -> fr:sirop-98  ]  [ sirop -> fr:sirop  ]  [ 86 -> fr:86  ]  [ sucre-cristallise -> fr:sucre-cristallise  ]  [ sucre -> fr:sucre  ]  [ eau -> fr:eau  ]  [ arome-naturel -> fr:arome-naturel  ]  [ arome -> fr:arome  ]  [ acidifiant -> fr:acidifiant  ]  [ acide-citrique -> en:e330  ]  [ acide -> fr:acide  ]  [ e330 -> en:e330  ]  [ denree-alimentaire-colorant -> fr:denree-alimentaire-colorant  ]  [ denree-alimentaire -> fr:denree-alimentaire  ]  [ denree -> fr:denree  ]  [ e -> fr:e  ]  [ concentre-de-pomme -> fr:concentre-de-pomme  ]  [ concentre-de -> fr:concentre-de  ]  [ concentre -> fr:concentre  ]  [ carthame -> fr:carthame  ]  [ colorant -> fr:colorant  ]  [ melange-d-additifs -> fr:melange-d-additifs  ]  [ melange-d -> fr:melange-d  ]  [ melange -> fr:melange  ]  [ e171 -> en:e171  ]  [ e211 -> en:e211  ]  [ sirop-saveur-violette-4-cl -> fr:sirop-saveur-violette-4-cl  ]  [ sirop-saveur-violette-4 -> fr:sirop-saveur-violette-4  ]  [ sirop-saveur-violette -> fr:sirop-saveur-violette  ]  [ sirop-saveur -> fr:sirop-saveur  ]  [ sirop -> fr:sirop  ]  [ sirop-88 -> fr:sirop-88  ]  [ sirop -> fr:sirop  ]  [ 40 -> fr:40  ]  [ sucre -> fr:sucre  ]  [ eau -> fr:eau  ]  [ arome -> fr:arome  ]  [ acidifiant -> fr:acidifiant  ]  [ acide-citrique -> en:e330  ]  [ acide -> fr:acide  ]  [ e330 -> en:e330  ]  [ denree-alimentaire-colorant -> fr:denree-alimentaire-colorant  ]  [ denree-alimentaire -> fr:denree-alimentaire  ]  [ denree -> fr:denree  ]  [ e -> fr:e  ]  [ concentre-de-cassis -> fr:concentre-de-cassis  ]  [ concentre-de -> fr:concentre-de  ]  [ concentre -> fr:concentre  ]  [ carotte -> fr:carotte  ]  [ pomme -> fr:pomme  ]  [ colorant -> fr:colorant  ]  [ melange-d-additifs -> fr:melange-d-additifs  ]  [ melange-d -> fr:melange-d  ]  [ melange -> fr:melange  ]  [ e131 -> en:e131  ]  [ e211 -> en:e211  ]  [ e171 -> en:e171  ] 	en:e330,en:e171,en:e211,en:e131	E330 - Citric acid,E171 - Titanium dioxide,E211 - Sodium benzoate,E131 - Patent blue v	0			0					unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:syrups	Syrups	http://en.openfoodfacts.org/images/products/000/001/012/7735/front.7.400.jpg	http://en.openfoodfacts.org/images/products/000/001/012/7735/front.7.200.jpg																																																																																																			
12345878	http://world-en.openfoodfacts.org/product/0000012345878/%E0%B9%80%E0%B8%A5%E0%B9%87%E0%B8%9A%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%B2%E0%B8%87-%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%81%E0%B9%88-thai-import	tacinte	1461364956	2016-04-22T22:42:36Z	1461409722	2016-04-23T11:08:42Z	เล็บมือนาง (ตีนไก่ )	chicken feet	500 g	plastic	plastic	Thai import	thai-import	Chicken feet	en:chicken-feet	Chicken-feet			Thailand	thailand	Incorrect data on label	en:incorrect-data-on-label	Incorrect data on label						Liverpool,United Kingdom		United Kingdom	en:united-kingdom	United Kingdom	ตีนไก่								0	 [ ตีนไก่ -> en:ตีนไก่  ] 			0			0					unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:chicken-feet	Chicken-feet	http://en.openfoodfacts.org/images/products/000/001/234/5878/front.9.400.jpg	http://en.openfoodfacts.org/images/products/000/001/234/5878/front.9.200.jpg																																																																																																			
